,Chirp_corr,ChirpCorr_Angle,ChirpCorr_distance,ChirpCorr_ExpDate,type
367,0.8033411,5.708194,276.32764,20170615,0.0
368,0.71089476,4.532041,222.26857,20170615,0.0
369,0.80517477,5.057068,233.53636,20170615,0.0
370,0.7830956,6.3943386,218.07445,20170615,0.0
371,0.73122674,8.076259,268.32666,20170615,0.0
372,0.7145621,3.9544997,243.21968,20170615,0.0
373,0.754697,9.080067,271.53757,20170615,0.0
374,0.7044145,42.604427,393.54105,20170615,0.0
375,0.701885,41.871853,382.49493,20170615,0.0
376,0.66425955,42.0367,368.70117,20170615,0.0
377,0.658131,42.35431,358.52286,20170615,0.0
378,0.66383755,41.473072,348.445,20170615,0.0
379,0.62832886,41.83809,374.93307,20170615,0.0
380,0.6372702,42.03076,371.6794,20170615,0.0
381,0.7139459,24.742289,144.26656,20170615,0.0
382,0.70380294,22.261444,228.93805,20170615,0.0
383,0.69019616,29.7807,205.32379,20170615,0.0
384,0.72046596,30.59674,197.36787,20170615,0.0
385,0.66733265,29.37982,210.84792,20170615,0.0
386,0.6649924,26.898838,256.2915,20170615,0.0
387,0.66502225,24.407242,243.74777,20170615,0.0
388,0.64744115,29.497736,213.6543,20170615,0.0
389,0.6078116,25.158297,251.59375,20170615,0.0
390,0.6071061,27.087755,277.1752,20170615,0.0
391,0.5834713,22.834993,223.68938,20170615,0.0
392,0.63544285,28.23221,187.146,20170615,0.0
393,0.6044809,23.73631,176.89632,20170615,0.0
394,0.5091684,19.63628,201.21619,20170615,0.0
395,0.61010396,28.65122,214.59476,20170615,0.0
396,0.5861229,39.74859,186.79892,20170615,0.0
397,0.55678713,24.629744,225.6555,20170615,0.0
398,0.60077834,20.269764,188.82727,20170615,0.0
399,0.61062086,47.138012,178.80159,20170615,0.0
400,0.55707216,21.044268,184.51906,20170615,0.0
401,0.5578739,23.18596,223.02438,20170615,0.0
402,0.5948579,69.63968,113.10539,20170615,0.0
403,0.54641235,90.0,97.53123,20170615,0.0
404,0.53738254,115.94109,108.30401,20170615,0.0
405,0.54288626,11.557319,290.46024,20170615,0.0
406,0.53289175,9.785421,282.18878,20170615,0.0
407,0.7856385,160.57687,55.593193,20170615,0.0
408,0.6782073,41.909004,18.681448,20170615,0.0
409,0.781466,155.7337,12.801905,20170615,0.0
410,0.7368985,50.935566,14.48733,20170615,0.0
411,0.7103248,27.846483,64.73954,20170615,0.0
412,0.6951704,30.584337,39.632565,20170615,0.0
413,0.75278586,28.972366,67.95044,20170615,0.0
414,0.66622466,49.297493,326.46463,20170615,0.0
415,0.67539746,48.672848,315.41855,20170615,0.0
416,0.64529616,49.020725,301.6248,20170615,0.0
417,0.63967586,49.266838,291.44644,20170615,0.0
418,0.6625666,48.51987,281.3686,20170615,0.0
419,0.6169425,48.7011,307.85666,20170615,0.0
420,0.60390884,48.957253,304.603,20170615,0.0
421,0.68582803,32.51292,172.59856,20170615,0.0
422,0.67336524,29.40731,161.86165,20170615,0.0
423,0.6590385,36.284885,138.24739,20170615,0.0
424,0.69046247,37.115852,130.29146,20170615,0.0
425,0.65223145,36.37794,143.7715,20170615,0.0
426,0.6449892,34.35443,189.2151,20170615,0.0
427,0.62509805,29.820766,176.67137,20170615,0.0
428,0.60736823,36.882996,146.5779,20170615,0.0
429,0.6104684,32.6249,184.51735,20170615,0.0
430,0.56675905,34.634617,210.0988,20170615,0.0
431,0.5534295,29.754063,156.61298,20170615,0.0
